system:index,LST_Celsius,date,.geo
gf_Day2003_178,348.0775941039307,2003-06-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_179,393.8996710526316,2003-06-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_180,364.52360926049295,2003-06-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_181,329.36215439706865,2003-06-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_182,373.660517988008,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_183,317.4331903730845,2003-07-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_184,392.5184460359761,2003-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_185,336.5576282478346,2003-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_186,339.5379955029979,2003-07-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_187,334.57890572951356,2003-07-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_188,302.56905812791473,2003-07-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_189,364.4125791139239,2003-07-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_190,369.2711109260492,2003-07-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_191,317.0261284143904,2003-07-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_192,317.74398317788143,2003-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_193,367.8684835109928,2003-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_194,370.68204530313113,2003-07-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_195,357.9177423384408,2003-07-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_196,363.7288474350433,2003-07-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_197,305.01534393737506,2003-07-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_198,333.2323659227181,2003-07-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_199,274.81081362425056,2003-07-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_200,302.63942788141236,2003-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_201,325.21527315123245,2003-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_202,336.38089190539637,2003-07-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_203,330.3992338441039,2003-07-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_204,306.2085484676883,2003-07-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_205,350.2462941372417,2003-07-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_206,283.1503372751499,2003-07-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_207,326.67088607594934,2003-07-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_208,302.8817871419054,2003-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_209,338.1784851765489,2003-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_210,360.80177798134577,2003-07-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_211,317.20465522984676,2003-07-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_212,346.06356179213856,2003-07-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_213,293.4113924050633,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_214,337.6717813124583,2003-08-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_215,339.83754580279816,2003-08-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_216,330.96650149900063,2003-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_217,299.8391280812791,2003-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_218,294.30146568954024,2003-08-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_219,302.0027898067955,2003-08-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_220,300.062021152565,2003-08-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_221,318.37227265156565,2003-08-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_222,294.14623584277143,2003-08-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_223,327.4367296802132,2003-08-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_224,303.9277564956695,2003-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_225,307.67294720186544,2003-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_226,315.57784393737506,2003-08-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_227,330.84091855429705,2003-08-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_228,330.49852181878754,2003-08-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_229,279.0113674217189,2003-08-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_230,350.72056129247164,2003-08-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_231,315.64382078614256,2003-08-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_232,343.6226474017323,2003-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_233,296.301215856096,2003-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_234,327.20230263157885,2003-08-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_235,283.6231678880746,2003-08-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_236,315.25895236509007,2003-08-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_237,339.3251998667553,2003-08-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_238,300.9885284810125,2003-08-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_239,333.09493670886076,2003-08-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_240,305.95251082611594,2003-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_241,329.017550799467,2003-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
gf_Day2003_242,283.11384077281815,2003-08-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
