Date,DPT,AP,WS,WSD,AT,Albedo,evaporation_from_bare_soil_sum,evaporation_from_vegetation_transpiration_sum,NDVI,precipitation,surface_net_solar_radiation_sum,surface_thermal_radiation_downwards_sum,volumetric_soil_water_layer_1,LST
2011-06-21,20.675105512395874,934.4436070374472,5.04570443164682,83.99400676673753,297.2209488711647,0.1341964188682176,-0.001126048,-0.000124,0.0908751810909601,0.0,14934680.826104894,35700000.0,0.353299804,34.495989155428525
2011-06-22,21.03326163772823,933.2174269332386,4.924107698649838,85.2189815507138,297.4094555350712,0.133147265,-0.000999,-0.000113,0.1994438769077077,5.411883825702136,14596687.161795426,35900000.0,0.345792532,34.43664093083685
2011-06-23,20.9515105806596,933.049726436902,4.936360740776553,82.09039074163087,297.78374897363705,0.1306203908480438,-0.001261655,-0.00012,0.07609275359169,0.0,16430908.47693207,35400000.0,0.336920625,33.876183928758586
2011-06-24,21.166740916603032,933.4122273395974,5.153252128035597,85.74564091271452,297.61491718943216,0.1304263396875563,-0.000952,-0.000121,0.0509435198858286,0.0,16294036.392263938,35900000.0,0.333269959,37.83360701689544
2011-06-25,20.941536626380525,932.5731571203434,4.988909666981971,85.21599750594339,297.0072599790663,0.1304161382593564,-0.00062,-0.000123,0.1221924528067021,2.8244160246997296,10471945.017095834,36400000.0,0.334166181,27.16925378221906
2011-06-26,21.10277533659462,932.5631754932188,5.140227050637164,80.58991024777367,296.6523351138325,0.1304123177244815,-0.000346,-0.000109,0.251431671969758,6.932927112874741,7707528.300006568,36400000.0,0.335822879,37.69505334914476
2011-06-27,21.013529041437153,932.7305980778474,5.674473839833119,82.93786758424915,297.445489513076,0.1304161382593563,-0.000955,-0.00012,0.0434729534134337,1.5112678494800198,16378487.585064167,36000000.0,0.334330264,33.582405865222206
2011-06-28,21.061357602976045,932.800581809118,5.617196661228461,79.12259057103239,297.12986909250674,0.1291790999408067,-0.000662,-0.000119,0.0519664480198276,0.3948510187388833,12908634.997721318,36300000.0,0.333373076,31.314928041968876
2011-06-29,20.958811998678584,934.0654167640824,4.934839138564732,75.54889362420681,297.2920111410366,0.129166285376038,-0.000817,-0.000109,0.0580548230217292,0.6434303260260475,13116194.53029207,35500000.0,0.328296559,35.21886391479837
2011-06-30,20.801253784472294,935.0038637046174,4.03118343520287,73.06979837662357,297.4726766915963,0.1290841144228588,-0.001011844,-0.000102,0.0570436135964222,0.0,12867596.04570394,35700000.0,0.31884681,34.053169949832146
2011-07-01,20.70992794866629,934.8773879957116,3.7713208242920375,76.29475862502449,297.89374806550944,0.1290924009989298,-0.001261241,-0.000112,0.1677008767220794,0.0,16458175.302205576,35900000.0,0.311917495,35.645678376971865
2011-07-02,20.698946053017664,934.7582908166432,3.7843183620258394,70.08704016929602,297.34814504304353,0.1248206576125806,-0.001017278,-0.000122,0.1157842375612571,0.0,14584752.817376154,35900000.0,0.309657882,36.02219072600515
2011-07-03,20.60029602895628,934.9315420046964,3.439875042603708,65.42065454690521,296.9426898026565,0.1238507621247114,-0.000763,-0.000117,0.1029602133628613,0.0,10971185.035711411,36000000.0,0.3105761,36.84603379856349
2011-07-04,20.61299028598796,935.8534666366336,3.0634169262612576,78.77978885979724,297.3442526992307,0.1238396732999414,-0.001120306,-0.000108,0.0101232820351793,1.7701397813131716,14208227.998832447,35400000.0,0.307095633,36.980325566943854
2011-07-05,20.47274092719698,934.3846531241068,2.9148491897949116,95.2852406286994,297.33882376569323,0.1250657910787624,-0.001071474,-0.000106,0.0304813147584083,13.365620247128229,11768663.86627981,36000000.0,0.306120239,36.396091942356975
2011-07-06,20.837052290588076,932.78938454595,3.002158201327736,96.01680416496303,296.40912987809475,0.1249982108730128,-0.000456,-0.000105,0.1070198903643714,12.261412715630213,9364920.004,36000000.0,0.337220106,28.686835325957095
2011-07-07,21.292905451518493,933.4739754847128,2.7646273924130247,79.26276340370407,295.62981848737496,0.1261616754451971,-3.27e-05,-8.84e-05,0.0607229895837825,20.007531507169833,5582334.307630394,36100000.0,0.411492636,32.0733582457187
2011-07-08,21.04664860555698,936.3856787679337,3.7709148845157543,76.53273111331151,295.8465920912852,0.1260622021570105,-0.000254,-9.86e-05,0.061920877121915,11.450314897083285,7370074.237801219,36200000.0,0.425644652,26.980834977429495
2011-07-09,20.802430187078528,936.919799174862,3.9859598841027775,77.0415181922545,295.98893016598345,0.1264577632669986,-0.000452,-9.74e-05,0.0337296655182192,9.780095651820442,10210934.64199456,35800000.0,0.429133878,30.785545294948665
2011-07-10,20.60437799396624,936.566139748646,4.0846789847972635,77.62364102248432,296.29516135165926,0.1253937153419596,-0.000639,-0.000101,0.0315668616832106,0.0,13713547.15423847,35600000.0,0.414194789,33.738148767681864
2011-07-11,20.65271577416831,935.1518367340152,4.050943492668463,90.41774474836024,296.08309443907757,0.1254565619223663,-0.000705,-9.77e-05,0.0342666188503706,0.0,10666178.83718439,35900000.0,0.405560994,31.399484724866596
2011-07-12,20.66941700659191,932.958850037066,4.130457267644716,97.40068684912563,296.51315682412377,0.125497227356747,-0.000896,-9.94e-05,0.0342372348460274,0.0,12570952.86839019,35900000.0,0.402107357,32.4483444937181
2011-07-13,20.95535042171025,931.7156602281224,3.7292261141646232,90.64137105991624,295.2440516800642,0.1254566196857673,-2.45e-05,-8.69e-05,0.0249884642781531,13.751558381329078,4415144.563590706,36100000.0,0.448370148,30.01380787030941
2011-07-14,21.033143363640477,931.44235167383,3.578614431084308,80.16432691776242,295.38116201380245,0.1318758886857608,-3.95e-05,-7.69e-05,0.1029075808935592,25.296427616063845,5597287.102740491,36000000.0,0.452396217,24.74619798476339
2011-07-15,21.335522676987807,930.6602980614864,3.2502053896800605,68.92345347048615,296.8255814855678,0.1319148892951453,-0.000811,-6.52e-05,0.1453226710844418,0.0245411688126553,11798812.832697732,36300000.0,0.442205813,35.839817654935665
2011-07-16,21.64799544702646,929.780446474442,3.142482748244323,68.3064083603096,296.76787528370596,0.1279257195768858,-0.000586,-6.21e-05,0.1189645501705062,13.26235937774152,9027206.544899736,36800000.0,0.443743209,36.15590311506149
2011-07-17,21.391092760505444,929.7676556883632,4.588732288927612,67.02416061845616,296.4119809406174,0.1288629067203343,-0.000369,-8.58e-05,0.1390989950814901,15.368062168395662,9176762.158676358,36400000.0,0.450885471,33.53590720355885
2011-07-18,21.32516472038475,931.357540575715,4.896034152609317,72.73445637728173,296.09561720067757,0.130799587878924,-0.000127,-7.9e-05,0.0612037591475835,8.126789475952345,5980083.243973549,36400000.0,0.449851221,33.99866985001344
2011-07-19,21.10639733776867,932.8114423522184,4.983434746650516,82.25747550398,296.0972979408307,0.1333133750936314,-0.000263,-8.4e-05,0.1658656285098557,14.59960761117485,8416532.054599084,36100000.0,0.445001789,18.696949042674056
2011-07-20,20.84893131558948,933.1287016766462,5.066670549062519,81.5100146926817,295.84670231896195,0.1332935345965932,-0.000278,-8.45e-05,0.1122777759978176,0.1676635232760989,6750777.052536111,36000000.0,0.441368133,25.373980568626692
2011-07-21,20.534646443323425,933.6321239609658,5.19059661605359,80.71467862484565,296.0310624914321,0.1327717348493931,-0.000715,-9.21e-05,0.0995306535824126,0.9398390521375614,9360003.106948895,36000000.0,0.430037156,31.508377733105387
2011-07-22,20.561372037871426,933.0131767210784,5.051588063916135,74.42264073138927,296.11457128347996,0.1327608181927155,-0.000967,-9.04e-05,0.0502362955659898,13.657080322308564,11590370.045632346,36100000.0,0.419615832,16.46983416691122
2011-07-23,20.585048075906514,932.276169737908,4.094212147500643,78.5592025351819,295.94901453118877,0.1318597563964318,-0.00087,-7.95e-05,0.0655127641057335,2.3564151700655773,11405316.381679364,36000000.0,0.413145047,33.07461146110162
2011-07-24,20.59852183043796,932.6237204609116,3.763107039239024,77.57586004847951,296.56410795725816,0.1318222416919911,-0.00123686,-8.02e-05,0.0832105495979164,0.0,13573598.08841486,35800000.0,0.401492814,13.757069102785517
2011-07-25,21.30553045761866,933.7993062758418,2.2033370564374315,73.41707408483586,297.00649975061066,0.1317906577786493,-0.00109167,-5.53e-05,0.0820010017559912,6.2471992309772855,14204313.081879914,36000000.0,0.418380043,34.05664198886723
2011-07-26,21.494411859529237,935.0130955388272,1.963870804186739,80.3030861926631,296.71505742842857,0.131765850161749,-0.000843,-6.34e-05,0.0806302721428463,2.2917436316867317,10466524.012687834,36300000.0,0.441580403,26.30156176766707
2011-07-27,21.54534396066765,935.0593686014008,2.942002601279482,84.80808424305582,296.3795910745116,0.1317388368787375,-0.000619,-8.27e-05,0.0535392367240408,37.03784098633093,10533570.160979634,36200000.0,0.441935205,30.831833834660937
2011-07-28,21.20828605499338,934.9357901220692,3.427161908645362,87.84392201964533,296.30800690746366,0.1317021064111364,-0.000581,-8.77e-05,0.1059517629046339,5.743836057392158,10646207.92924123,36200000.0,0.440807743,30.662444471360672
